Month,Day,Interval,Calls_Offered_A,Abandoned_Calls_A,Abandoned_Rate_A,CCT_A,Calls_Offered_B,Abandoned_Calls_B,Abandoned_Rate_B,CCT_B,Calls_Offered_C,Abandoned_Calls_C,Abandoned_Rate_C,CCT_C,Calls_Offered_D,Abandoned_Calls_D,Abandoned_Rate_D,CCT_D
August,15,14:30,208,2,0.009788,343.44,441,16,0.035154,359.38,977,14,0.01423,356.68,497,9,0.017099,338.46
August,15,15:00,207,4,0.019162,339.44,443,9,0.019438,361.49,976,16,0.016743,355.95,494,7,0.014296,342.75
August,15,15:30,208,5,0.023358,344.15,439,7,0.016493,360.64,969,17,0.01783,356.73,493,7,0.014207,341.34
August,15,16:00,204,2,0.007396,347.44,435,7,0.017066,366.03,954,10,0.010069,357.8,502,5,0.009516,341.72
August,15,16:30,194,0,0.000357,349.05,420,7,0.017071,363.01,908,7,0.007264,357.1,486,4,0.008292,340.05
August,15,17:00,175,0,3e-06,346.21,402,7,0.017255,358.06,851,6,0.007349,357.7,452,3,0.006682,344.08
August,15,17:30,156,0,8.4e-05,342.52,378,8,0.021608,359.16,793,6,0.007539,359.22,411,2,0.005318,337.27
August,15,18:00,131,0,0.002138,346.54,351,9,0.026255,361.26,706,5,0.006824,361.49,365,2,0.004273,334.45
August,15,18:30,110,1,0.00707,362.15,312,7,0.021501,356.21,641,4,0.006116,360.72,329,3,0.008252,336.74
August,15,19:00,79,0,0.00357,363.73,284,7,0.025467,353.75,566,4,0.007808,354.43,297,5,0.015228,337.93
August,15,19:30,58,0,0.000226,350.35,252,5,0.021034,348.78,498,4,0.0083,355.54,265,5,0.017448,338.15
August,15,20:00,44,0,2e-06,343.01,213,4,0.019351,350.36,425,5,0.011345,352.54,227,3,0.015009,332.2
August,15,20:30,36,0,0.0,333.99,187,3,0.016238,351.63,367,2,0.004994,347.4,200,4,0.01971,325.39
August,15,21:00,27,0,1e-05,336.79,159,2,0.010256,343.88,306,0,0.000607,348.43,164,8,0.047233,333.9
August,15,21:30,20,0,0.002145,326.18,132,2,0.017791,335.16,249,0,2.4e-05,346.23,143,6,0.042414,340.76
August,15,22:00,17,1,0.05677,332.23,104,1,0.008028,333.48,205,0,0.0,344.07,115,2,0.015883,330.88
August,15,22:30,12,3,0.253085,352.41,83,0,0.00047,326.36,159,0,0.0,342.18,95,0,0.002092,316.31
August,15,23:00,9,2,0.245414,321.26,63,0,4e-06,335.49,123,0,0.0,332.89,75,0,9e-05,311.89
August,15,23:30,7,1,0.077783,257.61,54,0,0.0,344.26,101,0,0.0,317.86,60,0,1e-06,313.19
August,16,0:00,6,0,0.0,351.54,35,0,0.0,308.45,65,0,0.0,325.35,40,0,0.0,322.46
August,16,0:30,5,0,0.0,358.97,26,0,0.0,337.06,51,0,0.0,327.3,29,0,0.0,328.75
August,16,1:00,3,0,0.0,280.87,14,0,0.0,344.65,37,0,0.0,335.49,22,0,0.0,322.64
August,16,1:30,2,0,0.0,223.64,9,0,0.0,297.52,29,0,0.0,328.62,16,0,0.0,316.65
August,16,2:00,2,0,0.0,288.76,7,0,0.0,290.0,20,0,0.0,321.7,11,0,0.0,311.12
August,16,2:30,1,0,0.0,303.37,4,0,0.0,297.76,14,0,0.0,330.88,7,0,0.0,326.66
August,16,3:00,1,0,0.0,293.52,3,0,0.0,275.17,12,0,0.0,314.28,3,0,0.0,352.28
August,16,3:30,1,0,0.0,269.43,3,0,0.0,222.86,12,0,0.0,303.81,1,0,0.0,309.92
August,16,4:00,1,0,0.0,262.99,3,0,0.0,254.95,11,0,0.0,338.6,1,0,0.0,291.21
August,16,4:30,1,0,0.0,256.1,3,0,0.0,302.63,11,0,0.0,348.02,1,0,0.0,291.7
August,16,5:00,1,0,0.0,293.95,3,0,2.5e-05,284.35,12,0,0.0,369.72,1,0,0.0,291.52
August,16,5:30,1,0,0.0,254.55,3,0,0.004244,314.48,14,0,0.0,325.31,2,0,0.0,273.52
August,16,6:00,2,0,0.0,263.04,4,0,0.071486,351.03,21,0,4e-06,296.5,8,0,8e-06,256.91
August,16,6:30,3,0,0.0,286.39,6,1,0.130524,334.22,36,0,0.000405,281.16,15,0,0.000745,266.2
August,16,7:00,6,0,0.0,270.46,10,0,0.029186,306.18,64,0,0.004891,273.17,27,0,0.009019,281.16
August,16,7:30,13,0,0.0,291.86,17,0,0.000853,316.24,106,1,0.008281,270.43,43,1,0.015483,297.03
August,16,8:00,30,0,0.0,279.35,32,0,0.000445,314.3,177,0,0.001894,279.61,71,0,0.003531,296.19
August,16,8:30,49,0,2e-06,289.24,50,0,0.006499,315.25,258,1,0.001998,296.52,105,0,0.002785,292.11
August,16,9:00,73,0,0.000183,289.86,105,1,0.013185,305.43,359,3,0.009241,303.1,153,1,0.009449,295.6
August,16,9:30,88,0,0.003268,289.47,143,2,0.01625,312.61,434,7,0.01644,314.62,187,3,0.016459,291.67
August,16,10:00,109,1,0.007536,299.08,179,3,0.018898,320.91,529,5,0.009861,322.43,227,5,0.020312,297.4
August,16,10:30,135,1,0.00568,304.43,210,5,0.025112,331.44,598,6,0.009469,330.98,266,7,0.025317,305.94
August,16,11:00,148,2,0.014474,306.64,241,5,0.022265,334.82,643,7,0.011081,334.31,297,5,0.018082,313.5
August,16,11:30,154,4,0.026721,306.8,268,6,0.021193,336.68,660,10,0.014497,338.84,313,3,0.009061,316.52
August,16,12:00,163,7,0.041165,314.78,283,5,0.018209,335.2,671,10,0.015553,340.56,326,3,0.007877,320.26
August,16,12:30,170,9,0.053162,316.92,296,8,0.028745,338.91,671,11,0.016132,340.67,334,4,0.011737,318.8
August,16,13:00,170,4,0.025238,323.14,307,11,0.036045,339.56,665,10,0.014503,343.71,338,5,0.01477,318.39
August,16,13:30,167,1,0.008231,327.04,320,13,0.039412,338.19,666,11,0.016742,345.93,339,6,0.018323,315.59
August,16,14:00,165,2,0.015056,328.3,326,12,0.037213,341.38,670,11,0.01572,346.46,339,8,0.022146,318.14
August,16,14:30,165,3,0.015312,326.29,322,8,0.025951,344.92,658,5,0.007518,345.43,340,11,0.032455,319.63
August,16,15:00,162,1,0.004378,324.02,319,4,0.012926,338.46,630,1,0.0015,346.98,334,6,0.019276,311.54
August,16,15:30,160,0,0.000201,330.16,315,3,0.010668,335.35,610,0,0.000597,344.71,321,3,0.010052,309.72
August,16,16:00,157,0,0.000205,332.42,305,3,0.010173,345.48,590,1,0.001843,346.04,306,2,0.008135,318.0
August,16,16:30,145,1,0.0048,316.35,291,2,0.008022,352.38,549,1,0.00263,345.04,289,2,0.006388,317.83
August,16,17:00,134,2,0.01643,324.16,280,2,0.006802,349.75,520,2,0.003782,346.7,269,2,0.005994,318.58
August,16,17:30,119,2,0.013236,333.49,266,3,0.009841,351.51,499,1,0.002382,346.49,251,1,0.00286,320.02
August,16,18:00,107,1,0.005981,338.53,234,5,0.019342,354.7,459,2,0.004045,345.92,229,1,0.003011,324.15
August,16,18:30,91,1,0.008968,343.9,213,4,0.019805,353.01,419,2,0.004729,348.63,207,0,0.001164,332.98
August,16,19:00,71,0,0.004051,337.19,190,3,0.015352,345.27,378,3,0.007046,347.87,193,0,5.8e-05,331.52
August,16,19:30,56,0,0.000241,332.02,175,4,0.021264,337.08,339,4,0.010556,345.91,173,0,1e-06,326.85
August,16,20:00,44,0,2e-06,311.68,162,6,0.038565,334.01,306,3,0.010528,346.36,150,0,0.000157,315.49
August,16,20:30,36,0,0.0,299.44,141,4,0.029119,321.27,259,2,0.006514,344.45,136,1,0.00368,309.31
August,16,21:00,26,0,0.0,312.59,115,3,0.029296,316.41,216,1,0.00611,343.38,115,1,0.012077,310.9
August,16,21:30,20,0,0.0,333.76,97,2,0.02074,320.28,179,0,0.002311,338.02,97,1,0.005198,315.04
August,16,22:00,14,0,0.0,364.92,75,1,0.015022,317.93,149,0,0.000128,328.09,84,0,0.00028,313.07
August,16,22:30,10,0,0.0,337.78,60,1,0.009896,316.12,121,0,1e-06,322.8,70,0,2e-06,312.73
August,16,23:00,8,0,0.0,332.29,47,1,0.017409,300.27,95,0,0.0,320.55,56,0,0.0,306.53
August,16,23:30,6,0,0.0,290.63,41,0,0.00754,299.73,83,0,0.0,317.69,48,0,0.0,293.26
August,17,0:00,3,0,0.0,332.6,33,0,0.0,282.65,54,0,0.0,308.48,38,0,0.0,298.56
August,17,0:30,3,0,0.0,348.39,25,0,0.0,287.88,43,0,0.0,316.33,27,0,0.0,297.97
August,17,1:00,3,0,0.0,347.85,13,0,0.0,320.18,32,0,0.0,294.22,21,0,0.0,328.44
August,17,1:30,2,0,0.0,323.64,8,0,0.0,336.76,25,0,0.0,286.8,16,0,0.0,352.93
August,17,2:00,2,0,0.0,245.22,5,0,0.0,351.17,18,0,0.0,299.9,11,0,0.0,352.81
August,17,2:30,1,0,0.0,284.9,4,0,0.0,304.19,13,0,0.0,302.93,8,0,0.0,362.22
August,17,3:00,2,0,0.0,340.7,3,0,0.0,298.75,11,0,0.0,322.18,3,0,0.0,351.69
August,17,3:30,2,0,0.0,441.86,3,0,0.0,249.29,9,0,0.0,368.36,1,0,0.0,295.37
August,17,4:00,2,0,0.0,381.28,2,0,0.0,207.08,9,0,0.0,387.14,1,0,0.0,258.17
August,17,4:30,2,0,0.0,268.04,2,0,0.0,313.16,9,0,0.0,357.11,1,0,0.0,273.41
August,17,5:00,2,0,0.0,211.74,2,0,0.0,381.77,10,0,0.0,320.98,1,0,0.0,299.97
August,17,5:30,2,0,0.0,227.81,2,0,0.0,300.07,11,0,0.0,269.21,2,0,0.0,285.8
August,17,6:00,3,0,0.0,253.73,3,0,0.0,263.06,18,0,0.0,260.16,6,0,0.0,237.0
August,17,6:30,2,0,0.0,252.14,4,0,0.0,261.89,28,0,0.0,259.6,12,0,0.0,258.2
August,17,7:00,5,0,0.0,276.95,7,0,0.0,267.63,43,0,0.0,264.71,20,0,0.0,296.27
August,17,7:30,8,0,0.0,298.47,11,0,0.0,279.43,67,0,0.0,267.81,33,0,0.0,302.45
August,17,8:00,14,0,0.0,280.67,22,0,0.0,274.42,105,0,0.0,273.92,50,0,0.0,296.44
August,17,8:30,16,0,0.0,282.05,33,0,0.0,290.5,139,0,0.0,285.47,67,0,6e-06,303.97
August,17,9:00,19,0,0.0,276.14,60,0,0.0,298.7,182,0,0.0,294.44,93,0,0.000673,296.34
August,17,9:30,23,0,0.0,298.78,78,0,0.0,303.57,225,0,0.0,292.15,113,1,0.012891,287.06
August,17,10:00,28,0,0.0,302.26,98,0,5e-06,302.08,272,0,0.0,292.52,134,7,0.0495,298.67
August,17,10:30,35,0,0.0,296.29,111,0,0.00068,307.29,326,0,0.0,297.9,161,10,0.064158,313.66
August,17,11:00,36,0,0.0,298.92,121,2,0.013297,305.49,365,0,4e-06,306.07,177,6,0.03398,310.77
August,17,11:30,40,0,6e-06,303.82,139,5,0.032665,306.37,403,0,0.000524,309.18,190,3,0.015941,308.33
August,17,12:00,54,0,0.000768,302.32,158,3,0.020201,303.79,429,5,0.010835,307.22,206,1,0.006082,307.11
August,17,12:30,66,1,0.013383,303.15,178,5,0.027846,300.95,438,16,0.036983,308.89,208,3,0.012325,304.44
August,17,13:00,77,2,0.031561,304.56,203,5,0.023232,297.63,444,22,0.04881,315.99,212,5,0.025778,309.67
August,17,13:30,83,1,0.011103,303.53,218,5,0.024799,300.91,447,28,0.063349,318.78,218,5,0.023437,309.39
August,17,14:00,86,1,0.009688,308.3,229,2,0.007662,307.87,450,17,0.038249,321.52,220,3,0.011526,309.94
August,17,14:30,86,2,0.025838,311.34,231,0,0.000353,312.94,449,4,0.008302,321.29,220,3,0.014865,309.42
August,17,15:00,83,2,0.01849,312.37,236,0,0.000203,311.47,450,0,0.000355,323.39,219,2,0.010779,312.78
August,17,15:30,82,2,0.025618,307.9,241,1,0.00422,310.09,442,0,2e-06,322.76,222,4,0.015896,311.85
August,17,16:00,83,1,0.00896,304.27,232,3,0.012316,310.85,433,0,0.0,320.11,213,3,0.012021,320.37
August,17,16:30,82,0,0.000427,299.77,220,2,0.009215,310.72,417,0,0.0,324.33,207,4,0.018168,319.57
August,17,17:00,75,0,3e-06,300.42,214,3,0.01352,311.0,396,0,0.0,322.93,200,1,0.006771,321.78
August,17,17:30,70,0,0.0,299.11,206,2,0.007645,308.12,375,0,0.0,317.69,190,1,0.002679,317.16
August,17,18:00,56,0,0.0,311.66,188,3,0.013651,308.3,328,0,0.0,318.33,177,1,0.006968,309.51
August,17,18:30,46,0,0.0,303.02,169,5,0.029976,303.41,307,0,0.0,318.32,163,0,0.002737,306.91
August,17,19:00,35,0,0.0,297.36,150,7,0.045062,298.6,281,0,0.0,319.96,152,0,0.00034,310.11
August,17,19:30,33,0,0.0,292.97,137,5,0.033133,307.37,254,0,0.0,318.35,147,1,0.004471,319.54
August,17,20:00,33,0,0.0,308.26,122,1,0.008982,305.19,232,0,0.0,311.68,135,2,0.013483,317.55
August,17,20:30,29,0,0.0,308.46,109,0,0.00044,301.36,214,0,0.0,313.86,122,1,0.005397,313.84
August,17,21:00,23,0,1.1e-05,313.16,99,0,3e-06,301.39,191,0,0.0,315.81,100,0,0.000309,316.25
August,17,21:30,18,0,0.002221,334.86,90,0,0.0,304.59,165,0,0.0,310.87,89,0,0.000195,320.88
August,17,22:00,15,1,0.057891,302.94,74,0,0.0,298.18,143,0,0.0,310.21,80,0,0.004644,317.71
August,17,22:30,12,2,0.190914,317.54,61,0,0.0,286.98,121,0,0.0,309.03,68,1,0.015053,313.35
August,17,23:00,9,1,0.091278,350.91,51,0,0.0,271.11,96,0,0.0,307.04,56,0,0.006569,321.62
August,17,23:30,7,0,0.005464,309.79,47,0,0.0,271.19,81,0,0.0,304.16,50,0,0.000345,342.91
August,18,0:00,4,0,0.0,362.99,39,0,0.0,349.05,54,0,0.0,324.44,30,0,0.0,327.51
August,18,0:30,3,0,0.0,329.56,40,0,0.0,340.44,44,0,0.0,319.37,24,0,0.0,328.08
August,18,1:00,2,0,0.0,347.39,35,0,0.0,352.24,33,0,0.0,320.14,17,0,0.0,338.79
August,18,1:30,2,0,0.0,372.07,13,0,0.0,334.78,24,0,0.0,322.51,13,0,0.0,325.9
August,18,2:00,2,0,0.0,407.89,13,0,0.0,292.12,17,0,0.0,312.36,9,0,0.0,319.74
August,18,2:30,2,0,0.0,324.95,10,0,0.0,305.91,15,0,0.0,334.02,8,0,0.0,331.85
August,18,3:00,1,0,0.0,242.63,9,0,0.0,338.42,13,0,0.0,328.8,5,0,0.0,344.28
August,18,3:30,1,0,0.0,282.93,8,0,0.0,351.09,10,0,0.0,320.17,4,0,0.0,294.15
August,18,4:00,2,0,0.0,270.14,8,0,0.0,306.57,11,0,0.0,308.32,4,0,0.0,297.0
August,18,4:30,2,0,0.0,183.57,8,0,0.0,277.78,10,0,0.0,294.35,4,0,0.0,267.01
August,18,5:00,2,0,0.0,189.37,6,0,2.8e-05,268.43,11,0,0.0,302.17,4,0,0.0,283.48
August,18,5:30,2,0,0.0,237.99,6,0,0.004942,237.04,15,0,0.0,271.58,5,0,0.0,293.61
August,18,6:00,2,0,0.0,253.03,6,1,0.097276,243.75,25,0,0.0,261.56,11,0,0.0,264.22
August,18,6:30,3,0,0.0,243.43,10,2,0.16768,312.67,44,0,0.0,276.04,19,0,0.0,263.49
August,18,7:00,8,0,0.0,253.03,24,1,0.025053,297.5,80,0,0.0,262.79,35,0,5e-06,284.94
August,18,7:30,16,0,9e-06,301.32,39,0,0.001377,286.08,139,0,2e-06,267.26,62,0,0.000443,286.72
August,18,8:00,41,0,0.000604,312.37,77,1,0.007229,293.81,257,0,0.000142,286.97,112,1,0.005269,285.35
August,18,8:30,75,1,0.007905,322.87,121,2,0.012896,307.81,396,1,0.002099,302.61,174,2,0.010322,294.12
August,18,9:00,117,3,0.025991,323.17,188,1,0.004562,319.51,566,4,0.006374,317.85,264,4,0.015364,304.38
August,18,9:30,153,5,0.032289,331.76,246,2,0.006982,328.78,723,8,0.011053,331.02,333,11,0.032706,316.83
August,18,10:00,182,2,0.008891,337.14,312,6,0.01823,335.29,860,14,0.01569,335.49,398,12,0.029643,325.75
August,18,10:30,207,0,0.000361,333.91,352,11,0.030131,345.25,972,13,0.013158,343.15,448,17,0.038894,329.55
August,18,11:00,216,0,2e-06,339.46,387,8,0.021753,352.56,1049,16,0.014788,351.07,488,13,0.026759,332.67
August,18,11:30,220,0,1e-06,343.78,416,9,0.021318,354.88,1082,25,0.023457,354.82,515,13,0.02515,335.02
August,18,12:00,218,0,0.000121,338.28,450,8,0.017108,353.36,1105,26,0.023382,353.98,540,15,0.028321,339.37
August,18,12:30,221,1,0.002559,328.59,464,9,0.020212,358.49,1107,20,0.01833,355.5,547,17,0.031075,342.38
August,18,13:00,220,2,0.00713,331.96,481,10,0.021125,359.09,1100,17,0.015469,358.88,545,14,0.025758,343.69
August,18,13:30,220,1,0.002573,345.57,493,12,0.025345,352.99,1098,22,0.019859,363.35,551,11,0.020106,338.31
August,18,14:00,223,0,0.000305,350.68,511,9,0.01733,353.08,1111,22,0.019949,364.88,566,10,0.017338,336.7
August,18,14:30,228,1,0.004217,347.82,514,7,0.013696,356.12,1118,22,0.019944,364.78,576,10,0.017152,342.61
August,18,15:00,227,4,0.018601,345.45,515,6,0.01102,357.18,1119,13,0.011329,363.9,576,8,0.014209,344.31
August,18,15:30,229,6,0.025525,348.79,519,4,0.007611,357.23,1118,6,0.005298,364.95,570,10,0.016766,346.88
August,18,16:00,224,2,0.008307,348.17,513,3,0.006266,361.45,1115,6,0.005306,362.83,570,7,0.012677,351.84
August,18,16:30,213,1,0.003045,344.01,503,4,0.007567,365.74,1084,6,0.005489,363.44,558,8,0.014838,355.63
August,18,17:00,193,2,0.008342,346.52,484,4,0.007519,365.8,1022,5,0.00529,363.35,536,7,0.01308,355.18
August,18,17:30,173,1,0.008361,342.8,466,4,0.00825,367.25,958,8,0.008869,362.91,504,6,0.012111,347.33
August,18,18:00,150,2,0.016448,340.41,422,5,0.011961,366.57,874,9,0.010518,362.99,452,4,0.009203,349.34
August,18,18:30,129,1,0.007026,348.23,395,7,0.016562,365.3,769,7,0.009102,366.8,401,4,0.009807,349.29
August,18,19:00,96,1,0.006327,347.79,359,5,0.014431,363.29,680,10,0.014397,370.21,364,8,0.021249,342.86
August,18,19:30,74,2,0.022127,347.41,332,6,0.017338,353.69,612,10,0.016354,368.52,336,13,0.039331,344.4
August,18,20:00,53,2,0.038015,347.46,291,8,0.028884,349.66,534,10,0.019454,365.72,295,12,0.041551,340.5
August,18,20:30,43,6,0.129911,353.25,239,5,0.022689,346.04,453,5,0.010465,359.62,253,7,0.026905,339.58
August,18,21:00,33,6,0.181785,345.56,195,4,0.018853,340.85,379,1,0.002053,354.03,206,5,0.026327,340.11
August,18,21:30,26,2,0.071868,330.02,163,1,0.006552,344.53,319,0,9.7e-05,346.7,177,3,0.014848,347.39
August,18,22:00,20,3,0.161057,332.29,124,0,0.000391,339.97,254,0,1e-06,341.16,141,0,0.003437,342.65
August,18,22:30,15,9,0.605389,341.35,97,0,3e-06,330.32,193,0,0.0,333.46,118,0,0.003187,345.07
August,18,23:00,13,3,0.250413,334.78,76,0,0.0,311.94,150,0,0.0,332.38,94,1,0.010498,349.92
August,18,23:30,10,0,0.014504,338.43,61,0,0.0,302.2,117,0,0.0,343.85,71,0,0.005269,338.15
August,19,0:00,4,0,0.0,364.13,29,0,0.0,313.37,69,0,0.0,338.69,43,0,0.0,326.7
August,19,0:30,4,0,0.0,302.84,23,0,0.0,319.56,52,0,0.0,337.22,32,0,0.0,352.57
August,19,1:00,3,0,0.0,288.92,14,0,0.0,329.22,37,0,0.0,329.48,24,0,0.0,374.02
August,19,1:30,2,0,0.0,279.63,8,0,0.0,327.6,27,0,0.0,301.73,18,0,0.0,358.4
August,19,2:00,2,0,0.0,312.57,5,0,0.0,355.56,20,0,0.0,289.78,13,0,0.0,329.11
August,19,2:30,1,0,0.0,258.02,4,0,0.0,375.78,16,0,0.0,282.18,9,0,0.0,316.64
August,19,3:00,1,0,0.0,254.81,4,0,0.0,324.91,13,0,0.0,286.03,3,0,0.0,315.53
August,19,3:30,1,0,0.0,287.69,3,0,0.0,261.56,12,0,0.0,298.67,1,0,0.0,311.14
August,19,4:00,1,0,0.0,312.49,3,0,0.0,242.15,11,0,0.0,299.97,1,0,0.0,306.31
August,19,4:30,2,0,0.0,303.01,3,0,0.0,229.8,11,0,0.0,282.59,1,0,0.0,302.54
August,19,5:00,2,0,0.0,250.49,3,0,0.000148,227.02,13,0,0.0,284.98,1,0,0.0,302.89
August,19,5:30,2,0,0.0,218.32,3,0,0.02064,288.6,17,0,0.0,282.69,3,0,0.0,283.78
August,19,6:00,3,0,0.0,240.03,5,1,0.283748,294.94,28,0,0.0,257.11,12,0,0.0,243.41
August,19,6:30,4,0,0.0,214.09,9,4,0.410678,301.44,48,0,0.0,247.43,22,0,0.0,248.63
August,19,7:00,8,0,2.8e-05,246.02,24,1,0.055667,285.34,86,0,0.0,260.24,40,0,0.0,277.06
August,19,7:30,19,0,0.002053,283.04,42,0,0.002155,287.24,146,0,0.0,272.56,68,0,0.0,287.12
August,19,8:00,45,1,0.019538,282.76,80,1,0.007422,295.77,252,0,1e-06,291.75,116,0,1e-06,289.03
August,19,8:30,77,3,0.040677,299.71,124,2,0.013259,311.55,375,0,0.00012,306.84,173,0,7.9e-05,293.75
August,19,9:00,114,4,0.031432,316.64,186,1,0.003192,318.76,529,1,0.001903,317.51,250,0,0.001301,301.56
August,19,9:30,147,3,0.017077,320.46,240,0,0.000573,327.98,666,4,0.006034,325.08,311,2,0.00544,312.72
August,19,10:00,174,1,0.003916,320.99,292,2,0.008099,333.89,777,8,0.010271,329.18,370,5,0.012528,321.26
August,19,10:30,194,1,0.00331,321.6,327,7,0.021281,341.7,871,13,0.014944,336.57,410,8,0.019972,326.16
August,19,11:00,205,2,0.008395,324.97,363,6,0.017302,347.02,933,10,0.011185,341.06,446,8,0.018763,333.55
August,19,11:30,213,1,0.005067,325.83,389,10,0.024755,349.79,962,11,0.011686,342.48,472,8,0.016256,333.87
August,19,12:00,217,2,0.009754,325.75,416,6,0.015018,356.06,967,19,0.019752,344.84,488,7,0.013725,334.61
August,19,12:30,219,3,0.013458,321.49,429,5,0.011603,359.46,972,22,0.022755,348.4,492,9,0.018893,334.89
August,19,13:00,219,1,0.00424,325.31,447,4,0.008104,359.54,973,12,0.011926,349.59,491,10,0.019979,335.68
August,19,13:30,219,0,0.000195,330.57,458,7,0.015951,355.33,973,8,0.008485,352.25,493,11,0.022589,337.73
August,19,14:00,223,0,1e-06,329.59,477,7,0.014812,353.92,982,9,0.008892,354.77,507,11,0.022573,336.58
August,19,14:30,226,0,0.0,333.43,482,4,0.008399,356.29,985,10,0.01016,358.18,506,8,0.015301,335.65
August,19,15:00,225,0,0.0,336.33,479,3,0.007294,353.9,980,7,0.007483,357.39,504,6,0.010925,337.45
August,19,15:30,224,0,0.0,331.27,474,4,0.009401,353.46,972,5,0.0055,357.87,508,6,0.0111,337.79
August,19,16:00,226,0,0.0,334.04,470,5,0.011062,360.03,964,5,0.00505,357.08,509,4,0.008614,341.39
August,19,16:30,214,0,0.0,334.32,452,5,0.010414,362.45,940,5,0.005248,354.92,493,4,0.008342,342.54
August,19,17:00,190,0,0.0,330.86,430,5,0.011887,364.51,889,7,0.007419,357.04,462,3,0.006122,340.1
August,19,17:30,167,0,0.0,327.56,417,5,0.012545,363.86,840,9,0.011103,355.81,431,2,0.003577,342.13
August,19,18:00,146,0,0.0,327.71,386,6,0.014679,359.15,767,11,0.014048,353.66,390,1,0.00375,346.23
August,19,18:30,123,0,2e-06,331.99,352,4,0.011963,355.78,678,6,0.009591,352.76,353,1,0.002129,344.03
August,19,19:00,85,0,0.000392,340.75,315,5,0.014678,352.64,604,4,0.007266,352.03,324,2,0.006338,340.11
August,19,19:30,61,1,0.012264,335.1,282,5,0.018061,351.57,537,4,0.008047,350.52,294,5,0.016697,342.8
August,19,20:00,48,3,0.063386,335.36,245,9,0.035456,345.77,464,5,0.010457,351.61,262,4,0.015571,339.65
August,19,20:30,43,4,0.099858,335.53,212,7,0.034358,339.9,407,3,0.007636,349.36,227,2,0.006721,334.38
August,19,21:00,32,3,0.090959,323.13,174,3,0.017914,337.43,341,1,0.002166,348.0,185,0,0.001312,340.7
August,19,21:30,24,1,0.032057,307.66,147,1,0.004012,338.88,281,0,0.001054,346.72,162,0,0.000101,348.76
August,19,22:00,19,1,0.077573,296.81,116,0,0.000211,341.62,233,1,0.004092,341.86,130,0,0.001125,349.27
August,19,22:30,13,4,0.349457,294.0,91,0,2e-06,334.79,183,1,0.005227,335.65,106,0,0.003812,343.89
August,19,23:00,10,3,0.2979,315.29,70,0,0.0,322.82,140,0,0.001889,331.76,83,0,0.001763,344.86
August,19,23:30,8,1,0.085552,311.43,53,0,0.0,303.57,110,0,0.000109,331.11,68,0,0.000102,346.85
August,20,0:00,4,0,0.0,274.6,34,0,0.0,318.2,73,0,0.0,341.0,40,0,0.0,334.88
August,20,0:30,3,0,0.0,283.57,26,0,0.0,313.53,53,0,0.0,337.12,31,0,0.0,348.55
August,20,1:00,2,0,0.0,313.32,15,0,0.0,305.01,36,0,0.0,341.89,24,0,0.0,341.84
August,20,1:30,2,0,0.0,320.02,8,0,0.0,315.87,26,0,0.0,336.61,17,0,0.0,341.1
August,20,2:00,2,0,0.0,316.15,6,0,0.0,340.12,19,0,0.0,311.96,11,0,0.0,358.35
August,20,2:30,2,0,0.0,317.2,6,0,0.0,352.26,16,0,0.0,299.74,9,0,0.0,375.64
August,20,3:00,2,0,0.0,306.9,6,0,0.0,358.94,13,0,0.0,308.57,3,0,0.0,393.99
August,20,3:30,1,0,0.0,256.7,5,0,0.0,308.31,12,0,0.0,336.95,1,0,0.0,393.94
August,20,4:00,1,0,0.0,231.3,5,0,0.0,294.29,12,0,0.0,338.71,1,0,0.0,376.81
August,20,4:30,1,0,0.0,241.13,5,0,0.0,286.13,12,0,0.0,319.23,1,0,0.0,362.18
August,20,5:00,1,0,0.0,269.62,5,0,6.3e-05,316.16,14,0,0.0,292.27,1,0,8.3e-05,323.36
August,20,5:30,2,0,0.0,280.2,5,0,0.009763,361.02,18,0,0.0,264.92,3,0,0.004655,262.74
August,20,6:00,3,0,6.1e-05,261.96,7,1,0.165975,339.03,29,0,0.0,255.88,13,0,0.023168,255.82
August,20,6:30,4,0,0.006334,273.77,11,3,0.284394,285.71,50,0,0.0,256.12,24,1,0.034606,271.62
August,20,7:00,8,1,0.066784,305.35,27,3,0.095319,260.1,92,0,3e-06,270.63,43,0,0.007053,260.9
August,20,7:30,21,2,0.107391,323.06,47,4,0.08832,292.59,155,0,0.000258,279.68,75,0,0.000189,277.59
August,20,8:00,48,5,0.103837,314.23,87,2,0.027035,306.25,265,1,0.003465,291.41,125,0,5.2e-05,298.07
August,20,8:30,82,10,0.121324,339.31,135,3,0.01913,313.64,389,4,0.010377,306.08,184,0,0.000884,301.75
August,20,9:00,122,9,0.074828,338.78,201,1,0.006522,320.47,549,8,0.014219,317.06,266,1,0.003908,299.98
August,20,9:30,151,6,0.041403,339.9,258,3,0.011109,326.77,688,10,0.014091,322.64,321,3,0.010619,311.23
August,20,10:00,178,3,0.017467,337.46,307,11,0.034308,333.8,794,10,0.012671,325.67,372,9,0.024313,319.38
August,20,10:30,200,1,0.003339,337.11,340,18,0.051504,345.65,888,17,0.019703,334.81,406,15,0.036738,328.01
August,20,11:00,213,0,0.00043,337.48,380,9,0.023556,352.37,936,13,0.013928,340.78,441,8,0.018641,331.26
August,20,11:30,220,1,0.006245,335.98,413,9,0.022458,354.26,962,8,0.00821,343.8,462,6,0.013063,332.88
